Vulnerability ID        Package                                     Severity          Fix                        CVE Refs              Vulnerability URL                                                 Type        Feed Group        Package Path        
CVE-2018-1312           apache2-mpm-worker-2.2.22-13+deb7u12        Medium            2.2.22-13+deb7u13          CVE-2018-1312         https://security-tracker.debian.org/tracker/CVE-2018-1312         dpkg        debian:7          pkgdb               
CVE-2018-1312           apache2-utils-2.2.22-13+deb7u12             Medium            2.2.22-13+deb7u13          CVE-2018-1312         https://security-tracker.debian.org/tracker/CVE-2018-1312         dpkg        debian:7          pkgdb               
CVE-2018-1312           apache2.2-bin-2.2.22-13+deb7u12             Medium            2.2.22-13+deb7u13          CVE-2018-1312         https://security-tracker.debian.org/tracker/CVE-2018-1312         dpkg        debian:7          pkgdb               
CVE-2018-1312           apache2.2-common-2.2.22-13+deb7u12          Medium            2.2.22-13+deb7u13          CVE-2018-1312         https://security-tracker.debian.org/tracker/CVE-2018-1312         dpkg        debian:7          pkgdb               
CVE-2001-1534           apache2-2.2.22-13+deb7u12                   Negligible        None                       CVE-2001-1534         https://security-tracker.debian.org/tracker/CVE-2001-1534         dpkg        debian:7          pkgdb               
CVE-2001-1534           apache2-mpm-worker-2.2.22-13+deb7u12        Negligible        None                       CVE-2001-1534         https://security-tracker.debian.org/tracker/CVE-2001-1534         dpkg        debian:7          pkgdb               
CVE-2001-1534           apache2-utils-2.2.22-13+deb7u12             Negligible        None                       CVE-2001-1534         https://security-tracker.debian.org/tracker/CVE-2001-1534         dpkg        debian:7          pkgdb               
CVE-2001-1534           apache2.2-bin-2.2.22-13+deb7u12             Negligible        None                       CVE-2001-1534         https://security-tracker.debian.org/tracker/CVE-2001-1534         dpkg        debian:7          pkgdb               
CVE-2001-1534           apache2.2-common-2.2.22-13+deb7u12          Negligible        None                       CVE-2001-1534         https://security-tracker.debian.org/tracker/CVE-2001-1534         dpkg        debian:7          pkgdb               
CVE-2003-1307           apache2-2.2.22-13+deb7u12                   Negligible        None                       CVE-2003-1307         https://security-tracker.debian.org/tracker/CVE-2003-1307         dpkg        debian:7          pkgdb               
CVE-2003-1307           apache2-mpm-worker-2.2.22-13+deb7u12        Negligible        None                       CVE-2003-1307         https://security-tracker.debian.org/tracker/CVE-2003-1307         dpkg        debian:7          pkgdb               
CVE-2003-1307           apache2-utils-2.2.22-13+deb7u12             Negligible        None                       CVE-2003-1307         https://security-tracker.debian.org/tracker/CVE-2003-1307         dpkg        debian:7          pkgdb               
CVE-2003-1307           apache2.2-bin-2.2.22-13+deb7u12             Negligible        None                       CVE-2003-1307         https://security-tracker.debian.org/tracker/CVE-2003-1307         dpkg        debian:7          pkgdb               
CVE-2003-1307           apache2.2-common-2.2.22-13+deb7u12          Negligible        None                       CVE-2003-1307         https://security-tracker.debian.org/tracker/CVE-2003-1307         dpkg        debian:7          pkgdb               
CVE-2003-1580           apache2-2.2.22-13+deb7u12                   Negligible        None                       CVE-2003-1580         https://security-tracker.debian.org/tracker/CVE-2003-1580         dpkg        debian:7          pkgdb               
CVE-2003-1580           apache2-mpm-worker-2.2.22-13+deb7u12        Negligible        None                       CVE-2003-1580         https://security-tracker.debian.org/tracker/CVE-2003-1580         dpkg        debian:7          pkgdb               
CVE-2003-1580           apache2-utils-2.2.22-13+deb7u12             Negligible        None                       CVE-2003-1580         https://security-tracker.debian.org/tracker/CVE-2003-1580         dpkg        debian:7          pkgdb               
CVE-2003-1580           apache2.2-bin-2.2.22-13+deb7u12             Negligible        None                       CVE-2003-1580         https://security-tracker.debian.org/tracker/CVE-2003-1580         dpkg        debian:7          pkgdb               
CVE-2003-1580           apache2.2-common-2.2.22-13+deb7u12          Negligible        None                       CVE-2003-1580         https://security-tracker.debian.org/tracker/CVE-2003-1580         dpkg        debian:7          pkgdb               
CVE-2003-1581           apache2-2.2.22-13+deb7u12                   Negligible        None                       CVE-2003-1581         https://security-tracker.debian.org/tracker/CVE-2003-1581         dpkg        debian:7          pkgdb               
CVE-2003-1581           apache2-mpm-worker-2.2.22-13+deb7u12        Negligible        None                       CVE-2003-1581         https://security-tracker.debian.org/tracker/CVE-2003-1581         dpkg        debian:7          pkgdb               
CVE-2003-1581           apache2-utils-2.2.22-13+deb7u12             Negligible        None                       CVE-2003-1581         https://security-tracker.debian.org/tracker/CVE-2003-1581         dpkg        debian:7          pkgdb               
CVE-2003-1581           apache2.2-bin-2.2.22-13+deb7u12             Negligible        None                       CVE-2003-1581         https://security-tracker.debian.org/tracker/CVE-2003-1581         dpkg        debian:7          pkgdb               
CVE-2003-1581           apache2.2-common-2.2.22-13+deb7u12          Negligible        None                       CVE-2003-1581         https://security-tracker.debian.org/tracker/CVE-2003-1581         dpkg        debian:7          pkgdb               
CVE-2005-2541           tar-1.26+dfsg-0.1+deb7u1                    Negligible        None                       CVE-2005-2541         https://security-tracker.debian.org/tracker/CVE-2005-2541         dpkg        debian:7          pkgdb               
CVE-2007-0086           apache2-2.2.22-13+deb7u12                   Negligible        None                       CVE-2007-0086         https://security-tracker.debian.org/tracker/CVE-2007-0086         dpkg        debian:7          pkgdb               
CVE-2007-0086           apache2-mpm-worker-2.2.22-13+deb7u12        Negligible        None                       CVE-2007-0086         https://security-tracker.debian.org/tracker/CVE-2007-0086         dpkg        debian:7          pkgdb               
CVE-2007-0086           apache2-utils-2.2.22-13+deb7u12             Negligible        None                       CVE-2007-0086         https://security-tracker.debian.org/tracker/CVE-2007-0086         dpkg        debian:7          pkgdb               
CVE-2007-0086           apache2.2-bin-2.2.22-13+deb7u12             Negligible        None                       CVE-2007-0086         https://security-tracker.debian.org/tracker/CVE-2007-0086         dpkg        debian:7          pkgdb               
CVE-2007-0086           apache2.2-common-2.2.22-13+deb7u12          Negligible        None                       CVE-2007-0086         https://security-tracker.debian.org/tracker/CVE-2007-0086         dpkg        debian:7          pkgdb               
CVE-2007-1743           apache2-2.2.22-13+deb7u12                   Negligible        None                       CVE-2007-1743         https://security-tracker.debian.org/tracker/CVE-2007-1743         dpkg        debian:7          pkgdb               
CVE-2007-1743           apache2-mpm-worker-2.2.22-13+deb7u12        Negligible        None                       CVE-2007-1743         https://security-tracker.debian.org/tracker/CVE-2007-1743         dpkg        debian:7          pkgdb               
CVE-2007-1743           apache2-utils-2.2.22-13+deb7u12             Negligible        None                       CVE-2007-1743         https://security-tracker.debian.org/tracker/CVE-2007-1743         dpkg        debian:7          pkgdb               
CVE-2007-1743           apache2.2-bin-2.2.22-13+deb7u12             Negligible        None                       CVE-2007-1743         https://security-tracker.debian.org/tracker/CVE-2007-1743         dpkg        debian:7          pkgdb               
CVE-2007-1743           apache2.2-common-2.2.22-13+deb7u12          Negligible        None                       CVE-2007-1743         https://security-tracker.debian.org/tracker/CVE-2007-1743         dpkg        debian:7          pkgdb               
CVE-2007-3303           apache2-2.2.22-13+deb7u12                   Negligible        None                       CVE-2007-3303         https://security-tracker.debian.org/tracker/CVE-2007-3303         dpkg        debian:7          pkgdb               
CVE-2007-3303           apache2-mpm-worker-2.2.22-13+deb7u12        Negligible        None                       CVE-2007-3303         https://security-tracker.debian.org/tracker/CVE-2007-3303         dpkg        debian:7          pkgdb               
CVE-2007-3303           apache2-utils-2.2.22-13+deb7u12             Negligible        None                       CVE-2007-3303         https://security-tracker.debian.org/tracker/CVE-2007-3303         dpkg        debian:7          pkgdb               
CVE-2007-3303           apache2.2-bin-2.2.22-13+deb7u12             Negligible        None                       CVE-2007-3303         https://security-tracker.debian.org/tracker/CVE-2007-3303         dpkg        debian:7          pkgdb               
CVE-2007-3303           apache2.2-common-2.2.22-13+deb7u12          Negligible        None                       CVE-2007-3303         https://security-tracker.debian.org/tracker/CVE-2007-3303         dpkg        debian:7          pkgdb               
CVE-2007-5686           login-1:4.1.5.1-1+deb7u1                    Negligible        None                       CVE-2007-5686         https://security-tracker.debian.org/tracker/CVE-2007-5686         dpkg        debian:7          pkgdb               
CVE-2007-5686           passwd-1:4.1.5.1-1+deb7u1                   Negligible        None                       CVE-2007-5686         https://security-tracker.debian.org/tracker/CVE-2007-5686         dpkg        debian:7          pkgdb               
CVE-2007-6755           libssl1.0.0-1.0.1t-1+deb7u2                 Negligible        None                       CVE-2007-6755         https://security-tracker.debian.org/tracker/CVE-2007-6755         dpkg        debian:7          pkgdb               
CVE-2007-6755           openssl-1.0.1t-1+deb7u2                     Negligible        None                       CVE-2007-6755         https://security-tracker.debian.org/tracker/CVE-2007-6755         dpkg        debian:7          pkgdb               
CVE-2008-0455           apache2-2.2.22-13+deb7u12                   Negligible        None                       CVE-2008-0455         https://security-tracker.debian.org/tracker/CVE-2008-0455         dpkg        debian:7          pkgdb               
CVE-2008-0455           apache2-mpm-worker-2.2.22-13+deb7u12        Negligible        None                       CVE-2008-0455         https://security-tracker.debian.org/tracker/CVE-2008-0455         dpkg        debian:7          pkgdb               
CVE-2008-0455           apache2-utils-2.2.22-13+deb7u12             Negligible        None                       CVE-2008-0455         https://security-tracker.debian.org/tracker/CVE-2008-0455         dpkg        debian:7          pkgdb               
CVE-2008-0455           apache2.2-bin-2.2.22-13+deb7u12             Negligible        None                       CVE-2008-0455         https://security-tracker.debian.org/tracker/CVE-2008-0455         dpkg        debian:7          pkgdb               
CVE-2008-0455           apache2.2-common-2.2.22-13+deb7u12          Negligible        None                       CVE-2008-0455         https://security-tracker.debian.org/tracker/CVE-2008-0455         dpkg        debian:7          pkgdb               
CVE-2008-0456           apache2-2.2.22-13+deb7u12                   Negligible        None                       CVE-2008-0456         https://security-tracker.debian.org/tracker/CVE-2008-0456         dpkg        debian:7          pkgdb               
CVE-2008-0456           apache2-mpm-worker-2.2.22-13+deb7u12        Negligible        None                       CVE-2008-0456         https://security-tracker.debian.org/tracker/CVE-2008-0456         dpkg        debian:7          pkgdb               
CVE-2008-0456           apache2-utils-2.2.22-13+deb7u12             Negligible        None                       CVE-2008-0456         https://security-tracker.debian.org/tracker/CVE-2008-0456         dpkg        debian:7          pkgdb               
CVE-2008-0456           apache2.2-bin-2.2.22-13+deb7u12             Negligible        None                       CVE-2008-0456         https://security-tracker.debian.org/tracker/CVE-2008-0456         dpkg        debian:7          pkgdb               
CVE-2008-0456           apache2.2-common-2.2.22-13+deb7u12          Negligible        None                       CVE-2008-0456         https://security-tracker.debian.org/tracker/CVE-2008-0456         dpkg        debian:7          pkgdb               
CVE-2010-0928           libssl1.0.0-1.0.1t-1+deb7u2                 Negligible        None                       CVE-2010-0928         https://security-tracker.debian.org/tracker/CVE-2010-0928         dpkg        debian:7          pkgdb               
CVE-2010-0928           openssl-1.0.1t-1+deb7u2                     Negligible        None                       CVE-2010-0928         https://security-tracker.debian.org/tracker/CVE-2010-0928         dpkg        debian:7          pkgdb               
CVE-2010-3192           libc-bin-2.13-38+deb7u12                    Negligible        None                       CVE-2010-3192         https://security-tracker.debian.org/tracker/CVE-2010-3192         dpkg        debian:7          pkgdb               
CVE-2010-3192           libc6-2.13-38+deb7u12                       Negligible        None                       CVE-2010-3192         https://security-tracker.debian.org/tracker/CVE-2010-3192         dpkg        debian:7          pkgdb               
CVE-2010-3192           multiarch-support-2.13-38+deb7u12           Negligible        None                       CVE-2010-3192         https://security-tracker.debian.org/tracker/CVE-2010-3192         dpkg        debian:7          pkgdb               
CVE-2010-4051           libc-bin-2.13-38+deb7u12                    Negligible        None                       CVE-2010-4051         https://security-tracker.debian.org/tracker/CVE-2010-4051         dpkg        debian:7          pkgdb               
CVE-2010-4051           libc6-2.13-38+deb7u12                       Negligible        None                       CVE-2010-4051         https://security-tracker.debian.org/tracker/CVE-2010-4051         dpkg        debian:7          pkgdb               
CVE-2010-4051           multiarch-support-2.13-38+deb7u12           Negligible        None                       CVE-2010-4051         https://security-tracker.debian.org/tracker/CVE-2010-4051         dpkg        debian:7          pkgdb               
CVE-2010-4052           libc-bin-2.13-38+deb7u12                    Negligible        None                       CVE-2010-4052         https://security-tracker.debian.org/tracker/CVE-2010-4052         dpkg        debian:7          pkgdb               
CVE-2010-4052           libc6-2.13-38+deb7u12                       Negligible        None                       CVE-2010-4052         https://security-tracker.debian.org/tracker/CVE-2010-4052         dpkg        debian:7          pkgdb               
CVE-2010-4052           multiarch-support-2.13-38+deb7u12           Negligible        None                       CVE-2010-4052         https://security-tracker.debian.org/tracker/CVE-2010-4052         dpkg        debian:7          pkgdb               
CVE-2010-4756           libc-bin-2.13-38+deb7u12                    Negligible        None                       CVE-2010-4756         https://security-tracker.debian.org/tracker/CVE-2010-4756         dpkg        debian:7          pkgdb               
CVE-2010-4756           libc6-2.13-38+deb7u12                       Negligible        None                       CVE-2010-4756         https://security-tracker.debian.org/tracker/CVE-2010-4756         dpkg        debian:7          pkgdb               
CVE-2010-4756           multiarch-support-2.13-38+deb7u12           Negligible        None                       CVE-2010-4756         https://security-tracker.debian.org/tracker/CVE-2010-4756         dpkg        debian:7          pkgdb               
CVE-2010-4777           perl-5.14.2-21+deb7u5                       Negligible        None                       CVE-2010-4777         https://security-tracker.debian.org/tracker/CVE-2010-4777         dpkg        debian:7          pkgdb               
CVE-2010-4777           perl-base-5.14.2-21+deb7u5                  Negligible        None                       CVE-2010-4777         https://security-tracker.debian.org/tracker/CVE-2010-4777         dpkg        debian:7          pkgdb               
CVE-2010-4777           perl-modules-5.14.2-21+deb7u5               Negligible        None                       CVE-2010-4777         https://security-tracker.debian.org/tracker/CVE-2010-4777         dpkg        debian:7          pkgdb               
CVE-2011-3374           apt-0.9.7.9+deb7u7                          Negligible        None                       CVE-2011-3374         https://security-tracker.debian.org/tracker/CVE-2011-3374         dpkg        debian:7          pkgdb               
CVE-2011-3374           libapt-pkg4.12-0.9.7.9+deb7u7               Negligible        None                       CVE-2011-3374         https://security-tracker.debian.org/tracker/CVE-2011-3374         dpkg        debian:7          pkgdb               
CVE-2011-4116           perl-5.14.2-21+deb7u5                       Negligible        None                       CVE-2011-4116         https://security-tracker.debian.org/tracker/CVE-2011-4116         dpkg        debian:7          pkgdb               
CVE-2011-4116           perl-base-5.14.2-21+deb7u5                  Negligible        None                       CVE-2011-4116         https://security-tracker.debian.org/tracker/CVE-2011-4116         dpkg        debian:7          pkgdb               
CVE-2011-4116           perl-modules-5.14.2-21+deb7u5               Negligible        None                       CVE-2011-4116         https://security-tracker.debian.org/tracker/CVE-2011-4116         dpkg        debian:7          pkgdb               
CVE-2011-4415           apache2-2.2.22-13+deb7u12                   Negligible        None                       CVE-2011-4415         https://security-tracker.debian.org/tracker/CVE-2011-4415         dpkg        debian:7          pkgdb               
CVE-2011-4415           apache2-mpm-worker-2.2.22-13+deb7u12        Negligible        None                       CVE-2011-4415         https://security-tracker.debian.org/tracker/CVE-2011-4415         dpkg        debian:7          pkgdb               
CVE-2011-4415           apache2-utils-2.2.22-13+deb7u12             Negligible        None                       CVE-2011-4415         https://security-tracker.debian.org/tracker/CVE-2011-4415         dpkg        debian:7          pkgdb               
CVE-2011-4415           apache2.2-bin-2.2.22-13+deb7u12             Negligible        None                       CVE-2011-4415         https://security-tracker.debian.org/tracker/CVE-2011-4415         dpkg        debian:7          pkgdb               
CVE-2011-4415           apache2.2-common-2.2.22-13+deb7u12          Negligible        None                       CVE-2011-4415         https://security-tracker.debian.org/tracker/CVE-2011-4415         dpkg        debian:7          pkgdb               
CVE-2013-0340           libexpat1-2.1.0-1+deb7u5                    Negligible        None                       CVE-2013-0340         https://security-tracker.debian.org/tracker/CVE-2013-0340         dpkg        debian:7          pkgdb               
CVE-2013-4235           login-1:4.1.5.1-1+deb7u1                    Negligible        None                       CVE-2013-4235         https://security-tracker.debian.org/tracker/CVE-2013-4235         dpkg        debian:7          pkgdb               
CVE-2013-4235           passwd-1:4.1.5.1-1+deb7u1                   Negligible        None                       CVE-2013-4235         https://security-tracker.debian.org/tracker/CVE-2013-4235         dpkg        debian:7          pkgdb               
CVE-2015-2325           libpcre3-1:8.30-5                           Negligible        None                       CVE-2015-2325         https://security-tracker.debian.org/tracker/CVE-2015-2325         dpkg        debian:7          pkgdb               
CVE-2015-3276           libldap-2.4-2-2.4.31-2+deb7u3               Negligible        None                       CVE-2015-3276         https://security-tracker.debian.org/tracker/CVE-2015-3276         dpkg        debian:7          pkgdb               
CVE-2015-5218           libblkid1-2.20.1-5.3                        Negligible        None                       CVE-2015-5218         https://security-tracker.debian.org/tracker/CVE-2015-5218         dpkg        debian:7          pkgdb               
CVE-2015-5218           libmount1-2.20.1-5.3                        Negligible        None                       CVE-2015-5218         https://security-tracker.debian.org/tracker/CVE-2015-5218         dpkg        debian:7          pkgdb               
CVE-2015-5218           libuuid1-2.20.1-5.3                         Negligible        None                       CVE-2015-5218         https://security-tracker.debian.org/tracker/CVE-2015-5218         dpkg        debian:7          pkgdb               
CVE-2015-5218           mount-2.20.1-5.3                            Negligible        None                       CVE-2015-5218         https://security-tracker.debian.org/tracker/CVE-2015-5218         dpkg        debian:7          pkgdb               
CVE-2015-5218           util-linux-2.20.1-5.3                       Negligible        None                       CVE-2015-5218         https://security-tracker.debian.org/tracker/CVE-2015-5218         dpkg        debian:7          pkgdb               
CVE-2015-5224           libblkid1-2.20.1-5.3                        Negligible        None                       CVE-2015-5224         https://security-tracker.debian.org/tracker/CVE-2015-5224         dpkg        debian:7          pkgdb               
CVE-2015-5224           libmount1-2.20.1-5.3                        Negligible        None                       CVE-2015-5224         https://security-tracker.debian.org/tracker/CVE-2015-5224         dpkg        debian:7          pkgdb               
CVE-2015-5224           libuuid1-2.20.1-5.3                         Negligible        None                       CVE-2015-5224         https://security-tracker.debian.org/tracker/CVE-2015-5224         dpkg        debian:7          pkgdb               
CVE-2015-5224           mount-2.20.1-5.3                            Negligible        None                       CVE-2015-5224         https://security-tracker.debian.org/tracker/CVE-2015-5224         dpkg        debian:7          pkgdb               
CVE-2015-5224           util-linux-2.20.1-5.3                       Negligible        None                       CVE-2015-5224         https://security-tracker.debian.org/tracker/CVE-2015-5224         dpkg        debian:7          pkgdb               
CVE-2016-0634           bash-4.2+dfsg-0.1                           Negligible        None                       CVE-2016-0634         https://security-tracker.debian.org/tracker/CVE-2016-0634         dpkg        debian:7          pkgdb               
CVE-2017-11164          libpcre3-1:8.30-5                           Negligible        None                       CVE-2017-11164        https://security-tracker.debian.org/tracker/CVE-2017-11164        dpkg        debian:7          pkgdb               
CVE-2017-13685          libsqlite3-0-3.7.13-1+deb7u4                Negligible        None                       CVE-2017-13685        https://security-tracker.debian.org/tracker/CVE-2017-13685        dpkg        debian:7          pkgdb               
CVE-2017-14159          libldap-2.4-2-2.4.31-2+deb7u3               Negligible        None                       CVE-2017-14159        https://security-tracker.debian.org/tracker/CVE-2017-14159        dpkg        debian:7          pkgdb               
CVE-2017-16231          libpcre3-1:8.30-5                           Negligible        None                       CVE-2017-16231        https://security-tracker.debian.org/tracker/CVE-2017-16231        dpkg        debian:7          pkgdb               
CVE-2017-17740          libldap-2.4-2-2.4.31-2+deb7u3               Negligible        None                       CVE-2017-17740        https://security-tracker.debian.org/tracker/CVE-2017-17740        dpkg        debian:7          pkgdb               
CVE-2017-18018          coreutils-8.13-3.5                          Negligible        None                       CVE-2017-18018        https://security-tracker.debian.org/tracker/CVE-2017-18018        dpkg        debian:7          pkgdb               
CVE-2017-2616           coreutils-8.13-3.5                          Negligible        None                       CVE-2017-2616         https://security-tracker.debian.org/tracker/CVE-2017-2616         dpkg        debian:7          pkgdb               
CVE-2017-2616           libblkid1-2.20.1-5.3                        Negligible        None                       CVE-2017-2616         https://security-tracker.debian.org/tracker/CVE-2017-2616         dpkg        debian:7          pkgdb               
CVE-2017-2616           libmount1-2.20.1-5.3                        Negligible        None                       CVE-2017-2616         https://security-tracker.debian.org/tracker/CVE-2017-2616         dpkg        debian:7          pkgdb               
CVE-2017-2616           libuuid1-2.20.1-5.3                         Negligible        None                       CVE-2017-2616         https://security-tracker.debian.org/tracker/CVE-2017-2616         dpkg        debian:7          pkgdb               
CVE-2017-2616           mount-2.20.1-5.3                            Negligible        None                       CVE-2017-2616         https://security-tracker.debian.org/tracker/CVE-2017-2616         dpkg        debian:7          pkgdb               
CVE-2017-2616           util-linux-2.20.1-5.3                       Negligible        None                       CVE-2017-2616         https://security-tracker.debian.org/tracker/CVE-2017-2616         dpkg        debian:7          pkgdb               
CVE-2017-8283           dpkg-1.16.18                                Negligible        None                       CVE-2017-8283         https://security-tracker.debian.org/tracker/CVE-2017-8283         dpkg        debian:7          pkgdb               
CVE-2018-6829           gnupg-1.4.12-7+deb7u9                       Negligible        None                       CVE-2018-6829         https://security-tracker.debian.org/tracker/CVE-2018-6829         dpkg        debian:7          pkgdb               
CVE-2018-6829           gpgv-1.4.12-7+deb7u9                        Negligible        None                       CVE-2018-6829         https://security-tracker.debian.org/tracker/CVE-2018-6829         dpkg        debian:7          pkgdb               
CVE-2018-6829           libgcrypt11-1.5.0-5+deb7u6                  Negligible        None                       CVE-2018-6829         https://security-tracker.debian.org/tracker/CVE-2018-6829         dpkg        debian:7          pkgdb               
CVE-2018-1122           libprocps0-1:3.3.3-3                        Unknown           None                       CVE-2018-1122         https://security-tracker.debian.org/tracker/CVE-2018-1122         dpkg        debian:7          pkgdb               
CVE-2018-1122           procps-1:3.3.3-3                            Unknown           None                       CVE-2018-1122         https://security-tracker.debian.org/tracker/CVE-2018-1122         dpkg        debian:7          pkgdb               
